section_id,level,title,page_start,page_end,keywords,summary,image_count,anchor
s096,4,鱼币（分类为水产品）兑换道具,117,119,鱼币、分类为水产品、兑换道具,进入幻想岛后右转，找到以下兑换机： 这里面可以兑换的东西非常多，建议使用搜搜功能，方法如下： 先鼠标右键红色箭头①指向的材料，再在红色框里输入gold，再鼠标右键点击蓝 色箭头指向的搜索。如下图： 搜索后，第二个栏目即是可以兑换的内容，如下：,3,s096-f59f07a6
s097,3,1.7.6 周五前往自由岛跑稳定的龙骨精华任务,119,121,黑炭、龙骨,周五的跑龙骨任务和周一的跑黑炭任务一样，不管是哪买的谁买的货，只要是你交到自由岛的卖龙骨NPC 就能完成任务。 龙骨3 阶段任务和提交3 个任务的任务奖励如图： 3 阶段任务奖励宝箱内容如图： 随机赛艇图纸如下:,6,s097-822ac44d
s098,3,1.7.7周六跑内陆货任务,121,122,副本、普通货、星星货、发酵货、1.7.7周六跑内陆货任务,周六可以在光芒烟飨之庭副本右边，或者主城看到以下NPC： 他的任务是让你跑28 包金币货，不 管是普通货、星星货、肥料货、发酵货等 都是可以完成任务的。同样的该任务对制 作人也没有要求，你只需要交28 包货， 即可获得45 露露币 跑完28 包货后找 该NPC 提交任务即可获得45 个鲁鲁币。,2,s098-c349c7b8
s099,3,1.7.8 周日早上幻想岛钓鱼大赛,122,122,钓鱼、周日早上幻想岛钓鱼大赛,本节为“1.7.8 周日早上幻想岛钓鱼大赛”的结构节点，正文主要分布在其子章节。,0,s099-be1684eb
s100,4,参与流程,122,124,钓鱼、饰品、熟练度、时间、位置、参与流程,幻想岛钓鱼大赛开启时间为周日早上00：00，结束时间为中午12：00. 可以在幻想岛如下位置接取任务： 靠近这个NPC 接取任务后会给一个钓竿（性能特别垃圾），后续钓鱼流程和正常钓大鱼一样，不过幻想岛钓大鱼只会出粉红枪鱼，按长度计算排名，最长的是幸运的粉红枪鱼。 卖鱼位置如下： 幻想岛钓大鱼排名高会有蓝颜贝奖励，不同名次都会有币奖励，幻想岛钓鱼币可以换加钓鱼…,4,s100-5669e3a8
s101,4,幻想岛钓鱼币兑换道具,124,125,钓鱼、幻想岛钓鱼币兑换道具,进入幻想岛后右转找到下图NPC 即可： 冷知识：获取/消耗排名币兑换也是这个NPC。,1,s101-5b9e65b8
s102,2,1.8 仙境（wonderisland）,125,125,仙境、wonderisland,本节为“1.8 仙境（wonderisland）”的结构节点，正文主要分布在其子章节。,0,s102-288cbb11
s103,3,1.8.1 什么是仙境,125,125,仙境、地图、NA、什么是仙境,仙境是NA 自制的活动地图（长期存在），当你的装备评分超过7000 后，可以通过主城（玛瑞诺普）喷泉处传送门进去，也可以通过传送门家具进入。如图所示：,2,s103-464e7bdb
s104,3,1.8.2  仙境的收益,125,126,仙境、收益、位置、仙境的收益,完成每日任务可以获得仙境币，完成一定次数后可以达成成就。 成就会给一个宝箱，宝箱里含有成就对应天数的帕洛斯、荣耀之星和仙境币。,1,s104-3660e853
s105,3,1.8.3 仙境门票任务,126,132,钓鱼、仙境、时间、位置、地图、仙境门票任务,仙境任务并非每日刷新了就能做，你需要有门票才能做仙境任务，如果昨天的门票没过期可以不用接购票任务，购票任务在下图NPC 处接取： 然后去图片所在小亭子处购买门票 按F 交互后可以得到如下门票： 只要你手里有门票便可以做以下④个任务： ①仙境钓鱼②仙境挖矿③捕捉格罗亚④酒馆送货 各位置和完成流程如下： ①先到图示地图找到NPC 接取NPC 之前像正常钓小鱼一样…,13,s105-7d7dbb7b
s106,3,1.8.4 仙境购买任务（2阶段任务）,132,135,仙境、熟练度、仙境购买任务、2阶段任务,在仙境里面有些任务即便你拥有免费的门票还是不够的，你需要用仙境币去购买图示道具才能解锁这些任务。 15 个仙境币可以买7 天的书，右键书可以获得一个仅在仙境保留的BUFF。,2,s106-1379705d
s107,2,1.9 保管箱,135,135,保管箱,本节为“1.9 保管箱”的结构节点，正文主要分布在其子章节。,0,s107-4e01b96c
s108,3,1.9.1 保管箱的种类及其优缺点,135,136,保管箱、时间、保管箱的种类及其优缺点,保管箱分为以下四种： ①黄泉保管箱 ②保管箱 ③次元保管箱 ④随身保管箱 黄泉保管箱 优点：可以放入绑定物品（任务道具除外），而且容量大。 缺点：一个房屋仅能放置一个，不可以调整权限，仅限自己使用。,0,s108-4ea16e34
s109,3,1.9.2 各类保管箱的获取,136,136,保管箱、制作、各类保管箱的获取,保管箱一共有六种获得方式，分别是： 1）制作 2）点券购买 3）拍卖行购买 4）开箱子获得 5）活动获得 6）成就获得（只有随身保管箱）,0,s109-c247c79e
s110,3,1.9.3 随身保管箱可装入物品展示,136,147,保管箱、升级、随身保管箱可装入物品展示,各个随身保管箱和其可装入物如下图所示： 下面这个保管箱是上面这个的升级版，下面图片仅展示可以额外放入的物品。 下面这个保管箱的可以放入内容是：藏宝图和遗物,40,s110-26db5bbe
s111,2,1.10 委托,147,147,委托,本节为“1.10 委托”的结构节点，正文主要分布在其子章节。,0,s111-f45ee460
s112,3,1.10.1制作和登记委托,147,150,委托、时间、位置、制作、1.10.1制作和登记委托,首先我们要先确认想要制作的道具能否登记委托。 要知道挂委托能不能挂，有些制作是不能挂委托的。,5,s112-d7878cc6
s113,3,1.10.2 接受委托,150,153,委托、熟练度、劳动力、制作、接受委托,玩家可以在住民会馆旁边的制作委托公告板上接受委托。 走过去会出现交互键，交互后会出现目录。,3,s113-0f1a1c94
s114,2,1.11 生活类每日任务,153,153,生活类每日任务,本节为“1.11 生活类每日任务”的结构节点，正文主要分布在其子章节。,0,s114-38b54736
s115,3,1.11.1 蓝颜商会每日任务（生活熟练度达到5W解锁）,153,155,采矿、熟练度、蓝颜商会每日任务、生活熟练度达到5W解锁,农业熟练度达标后给农业捆浇水即可按G 接取上图任务。 采集熟练度达标后给采集捆浇水即可按G 接取上图任务。,4,s115-9ddd8052
s116,3,1.11.2 复活点每日任务,155,156,副本、复活点每日任务,复活点每日任务顾名思义是可以在复活点处接到的每日任务，任意复活点都可以， 包括副本里面的，只要看到如下NPC 即可： 在上图NPC 中可以接到3 个英文任务，如下： 任务要求分别是： ①无（接到即完成） ②提交10 个石材 ③提交100 个百合花 三个任务加起来一共可以获得5040 生活点。,2,s116-f8c93fba
s117,3,1.11.3 蓝颜商会的贡品任务,156,157,制作、蓝颜商会的贡品任务,蓝颜商会的贡品任务可以在农夫工作台或者稻草人工作台制作，可以获得蓝颜贝、 生活点和德翡纳之星。 制作材料如下： 从左往右，材料中的肉分别是鸡肉、鸭肉、鹅肉。,6,s117-328c20c9
s118,3,1.11.4 每日跑商任务（给幸运币）,157,160,跑商、普通货、星星货、商团货、发酵货、地图、每日跑商任务、给幸运币,可以在各个地图的住民会馆NPC 处接取到两个英文任务，NPC 如下： 任务一如下： 任务要求跑20 个普通特产（普通货、星星货），商团货（肥料，住民特产）和发酵货不计入任务数量。 任务二如下： 任务二要求出海钓20 条海鱼并卖掉。,4,s118-aa38fb24
s119,3,1.11.5 商城兑换幸运币商品,160,161,熟练度、商城兑换幸运币商品,货币可以在商城兑换一些道具，对应页面进入流程如下： 先按N 键打开商城，再点击箭头指向红框①，进入货币界面，点击蓝框②就可以看到幸运币可以兑换的内容了，都是不限量的，只要有币就可以一直买。 操作图示如下： 推荐购买第二页的熟练度卷轴或者2 个拾取珠子。,2,s119-3d651794
s120,2,1.12 妖精管家,161,161,妖精管家,本节为“1.12 妖精管家”的结构节点，正文主要分布在其子章节。,0,s120-e8a6efc8
s121,3,1.12.1 妖精管家是什么,161,161,种地、跑商、妖精管家、劳动力、时间、妖精管家是什么,妖精管家是代替你干农活儿的，像收地、挤奶、采果、剃毛、跑商等，不需要你费时间打理这些，材料准备好交给它处理就行了。 想让妖精管家帮你种地，肯定需要准备一些东西。,0,s121-47a87be1
s122,3,1.12.2 妖精管家的刻印,161,162,妖精管家、妖精管家的刻印,想使用妖精管家，必须先刻印（直接理解为激活），刻印只需要刻印1 次就可以永久使用。刻印只能刻印自己的建筑物。,1,s122-71c46f76
s123,3,1.12.3 妖精管家面板介绍,162,168,妖精管家、熟练度、劳动力、收益、时间、不推荐、制作、升级、妖精管家面板介绍,按下SHIFT+H 键可以唤出妖精管家面板。 蓝色框部分：可以切换妖精管家面板、菜地面板和贸易面板。,9,s123-7c33bab6
s124,3,1.12.4 妖精管家装备,168,171,跑商、妖精管家、熟练度、升级、觉醒、妖精管家装备,管家装备分为2 种： 1）生活点购买的 2）点券购买的 点券买的性能会更加好， 而且1）升级后会变成跑商的 装备，而2）可以买指定类型 的熟练度装备，可以用点券买 的觉醒券来觉醒。觉醒后属性 为对应的+7000，其他熟练度 +5000。,6,s124-b7f866cc
s125,2,1.13 帕洛斯商店,171,171,帕洛斯商店,本节为“1.13 帕洛斯商店”的结构节点，正文主要分布在其子章节。,0,s125-cfbd109d
s126,3,1.13.1 怎么进入帕洛斯商店,171,171,帕洛斯商店、怎么进入帕洛斯商店,游戏画面右下角，如图所示即为帕洛斯商店：,1,s126-1de0d91a
s127,3,1.13.2 帕洛斯商店内容,171,173,帕洛斯商店、帕洛斯商店内容,帕洛斯商店每天都会刷新，会出时装、内衣、战宠、格罗亚、坐骑、BUFF 药、 豆奶、传送门皮肤。价格为幻想岛兑换的80%，每次刷新都有概率在此基础上再打折。,1,s127-257ee570
s128,3,1.13.3 帕洛斯商店可刷新全部物品,173,174,帕洛斯商店、帕洛斯商店可刷新全部物品,待更新,0,s128-feb2517e
s129,1,第二章 PVE篇,174,174,副本、世界BOSS、日常、周常、玩家推进、神之庭院、BOSS、第二章、PVE篇,PVE 篇内容及其简介 PVE 篇主要包含以下五大内容： 1）各种副本 2）世界BOSS 3）日常与周常 4）玩家推进活动 5）神之庭院,0,s129-e02ceaff
s130,2,2.1 副本,174,174,副本,本节为“2.1 副本”的结构节点，正文主要分布在其子章节。,0,s130-b56235c4
s131,3,2.1.1 副本的种类,174,175,副本、收益、不推荐、副本的种类,副本根据性质可以分为以下五种： ①普通副本 ②英雄副本 ③跨服副本 ④团队副本 ⑤单人副本 其中可以单刷获得最大收益的有： ①（不推荐） ②⑤,0,s131-2f2aecd1
s132,3,2.1.2 普通副本,175,175,副本、武器、普通副本,随着角色等级逐渐解锁的副本， 分别为： 王宫下水道、风刃废矿、燃烧之城武器库、哈迪尔农场、呼啸深渊、毁灭之源。 但是游戏内说这些名字一般指代他们的英雄级副本，即所谓的H 本。,0,s132-d88d96bb
s133,3,2.1.3 英雄副本,175,184,副本、防具、武器、饰品、时间、注意事项、BOSS、英雄副本,角色到达55 级后解锁的副本。游戏内会加【英雄副本】的前缀。,25,s133-f98f4b39
s134,3,2.1.4 英雄副本的收益分析,184,187,保管箱、副本、防具、武器、饰品、收益、时间、BOSS、英雄副本的收益分析,单刷副本毕业参考时间（以法师为例，从过图结束开始计时）如下： 武器库100s 农场185s 废矿150s 下水道190s （能跳过所有屏障） 下水道280s（不能跳过所有屏障） 呼啸470s 呼啸只刷第一个BOSS 蛇需要100s 娜刹什伽尔F 130S 英雄副本每天可以免费进入3 次，之后需要用副本刷新券才能再次进入，进入次数越多，所需要的券就越多。除了武…,1,s134-3f4487a5
s135,3,2.1.5 跨服副本,187,187,副本、跨服副本,跨服副本包括以下： 伊弗尼尔的黄金圣所、诺尔耶无限大战、沉入深渊的埃尔纳图书馆、永恒之岛、 烟飨之庭。,0,s135-7ea91b9a
s136,4,伊弗尼尔的黄金圣所,187,188,收益、觉醒、伊弗尼尔的黄金圣所,正常刷本流程参考贴吧君思文大佬攻略： https://tieba.baidu.com/p/7313567668?see_lz=1圣所卡BUG 流程可以参考视频：待更新伊弗尼尔的黄金圣所卡BUG 流程仅打老二和老四。 卡BUG 前你需要准备一个额外的天赋页和足球鞋。,2,s136-2b6849a9
s137,4,诺尔耶无限大战,188,189,收益、BOSS、诺尔耶无限大战,攻略流程可以参考笔者B 站视频： 30 和50 收益分别为： 打50 层主要是为了深渊碎片，5 个可以合成一个随机的圣所石头，不是自己想要的可以分解成碎片。 可以通过以下流程查看圣所石头属性： 诺尔耶只要输出足够，参与人员知晓机制并且没有死亡，就会5 层5 层跳关，不需要一层层的打。,3,s137-a6269748
s138,4,沉入深渊的埃尔纳图书馆,189,190,地图、BOSS、沉入深渊的埃尔纳图书馆,老一老二老三如果队伍输出足够就不用担心机制。 老一的机制是BOSS 身上会出现有颜色的光球，你需要去触碰同颜色的光球来避免BOSS 的高额伤害。,0,s138-4386085e
s139,4,永恒之岛,190,190,永恒之岛,输出足够爆炸的话，有没有戒指都没影响。不是毕业装备队伍最好还是带上戒指（伊尼斯、公主梦、大象戒指其中一个）。,0,s139-379bee6b
s140,4,烟飨之庭,190,192,地图、BOSS、烟飨之庭,（新版本烟飨可以直接快速进入） 输出够走中间大路，不够走旁边机制小路。不管走那边都要记得打完怪后拿箱子里的钥匙开门。,0,s140-7a2e9522
s141,3,2.1.6 团队副本,192,192,副本、收益、团队副本,团队副本有以下3 种： ①红龙巢穴②血之使者卡杜姆③悉拉玛卡的末日 收益最高的是①，②偶尔也有人打但是不多，③则是完全没人打，所以本篇攻略不做展开。 1 ②③的装备评分要求分别为：5000、8000、4000,0,s141-24f7eef8
s142,4,①红龙（RD）,192,193,时间、BOSS、①红龙、RD,1 红龙（RD） 红龙属于人多比较好打的BOSS，只要准点去排就好。可以进入时间为： 中国时间一三五七晚上7：30 和11：00；一二四六早上8：00。,2,s142-6f981738
s143,4,②卡杜姆（kadum）,193,195,时间、位置、BOSS、②卡杜姆、kadum,2 卡杜姆（kadum） 这个BOSS 难度较高，如果你们团里人都不都你机制导致人死完了，那么可能到黄金你们都打不死这个BOSS，但是知道机制后这个BOSS 难度其实也就一般。（尤其是现在版本装备好很多，难度其实以及大大下降，30 人都能很快打死） 卡杜姆的进入时间和红龙刚刚好岔开，如下： 中国时间二四六七晚上7：30 和11：00；一三五七早上8：00。,2,s143-f818bd86
s144,3,2.1.7 单人副本（冥界之夜）,195,195,副本、单人副本、冥界之夜,刷本流程参考B 站视频：BV1h44y1c7RV NPC 任务参考苏夭夭大佬攻略：https://tieba.baidu.com/p/6747068489?see_lz=0,0,s144-11c2a8b6
s145,3,2.1.8 势力对决（黄金）,195,199,副本、势力、时间、位置、地图、势力对决、黄金,俗称的黄金，指的是势力对决里的势力荣誉战场，不是战场里的黄金平原大乱斗。 进入黄金流程如图： 这些图标在游戏画面右下角。,7,s145-376c2fd1
s146,3,2.1.9 工会副本,199,200,副本、工会副本,待更新,0,s146-46cc3273
s147,3,2.1.10 战场副本（跑海必看）,200,200,副本、战场副本、跑海必看,战场副本指的是在副本界面里战场一栏的所有项目，包括海战、角斗场、烟飨等。 攻略里将主要介绍海战副本，内容包括如何刷海战币和如何使用海战币兑换道具,0,s147-950c90ce
s148,4,海战,200,203,势力、地图、海战,进入海战的方式如下： 点开后选择队伍加入，然后准备即可。 注意！,4,s148-43154fe7
s149,4,兑换海战币道具,203,206,势力、兑换海战币道具,海战币的兑换地点有2 个，自由岛和光芒势力主城，其中海盗只能去自由岛兑换。 兑换台子如下红框： 自由岛的兑换台子和上面的外形一样。,3,s149-fe15d65f
s150,2,2.2 世界BOSS,206,206,世界BOSS、BOSS,本节为“2.2 世界BOSS”的结构节点，正文主要分布在其子章节。,0,s150-1b14223c
s151,3,2.2.1世界BOSS的定义和相关术语,206,206,世界BOSS、地图、BOSS,世界BOSS 指的是出现在公共地图上的，服务器内所有玩家都可以看到并进行攻击的BOSS。 术语如下： TS：原版杀戮风暴,0,s151-629a958c
s152,3,2.2.2 参加攻打世界BOSS活动的前置要求,206,206,世界BOSS、BOSS,部分BOSS 由于机制、PVP、数值的影响，想要加入这些BOSS 的击杀团队需要满足一定的条件。具体条件参考各个BOSS 目录或者咨询群内最新要求。,0,s152-4164d666
s153,3,2.2.3 参加攻打世界BOSS活动的收益,206,207,世界BOSS、收益、BOSS,击杀BOSS 后会掉落头领强化剂，可以ROLL 点获取。 击杀BOSS 后可以获得任务奖励。,0,s153-d492d943
s154,3,2.2.4 利维坦与卡里迪斯,207,207,利维坦与卡里迪斯,利维坦参考贴吧攻略：https://tieba.baidu.com/p/7121220239?see_lz=1,0,s154-e9ad4b49
s155,3,2.2.5 克拉肯（kraken）,207,208,BOSS、克拉肯、kraken,参考视频：待更新 任务团无装备评分要求，要求提前到克拉肯下岛准备，如果准备参加周日晚上 10：30 的克拉肯，那么你就要放弃噩梦。 克拉肯刷新时或者进入战斗状态时在附近可以接到以下任务： 打死BOSS 会爆触须和墨囊，可以去鱼类贩卖台卖钱，数量有限，需要手速快， 有可能被红名打，小号自求多福。,1,s155-c359c3b0
s156,3,2.2.6魔法机甲兵器（大甲虫）与安琪仕,208,211,BOSS、2.2.6魔法机甲兵器、大甲虫、与安琪仕,参考视频：待更新 魔法机甲兵器（大甲虫）在魔法之地接每日任务处NPC 接取，无论甲虫是否已经开始打。 红框处NPC 接取任务， 蓝框处传送到打BOSS 的地 方。,12,s156-3e0b7936
s157,3,2.2.7 摩尔普斯与兰格莉,211,212,摩尔普斯与兰格莉,内战结束后更新,0,s157-c6f066c9
s158,3,2.2.8 黑龙（BD）,212,213,时间、BD、BOSS、黑龙,黑龙参考视频：BV1aM4m127FU 进黑龙团需要你首先达到以下4 个条件： 1）装备评分达到一万六千分及以上 2）在满BUFF 下血量达到四万及以上 3）进入语音频道听从指挥 4）知晓黑龙BOSS 机制 黑龙主要有以下机制： 大地强击、黑色气息侵袭、黑龙鳞片、裂岩斩。黑龙这些技能都是有读条的，非极限情况都是可以避开的。,0,s158-57cd783d
s159,3,2.2.9 雷神巨翼青鸾（大鸟、TWT）,213,213,TWT、雷神巨翼青鸾、大鸟,内战结束后更新,0,s159-cebabed6
s160,3,2.2.10 庭院安塔伦,213,213,庭院安塔伦,内战结束后更新,0,s160-772e5498
s161,3,2.2.11 叛乱系列BOSS（待更新）,213,213,位置、BOSS、叛乱系列BOSS、待更新,叛乱系列BOSS 除了每次服务器维护后较少有人开团。 公主梦戒指任务需要击杀该系列BOSS，具体情况请参考戒指攻略。,0,s161-a6676350
s162,3,2.2.12 美杜莎、格蓝与蕾娜（JMG）,213,215,时间、位置、JMG、BOSS、美杜莎、格蓝与蕾娜,JMG 指的是美杜莎、格蓝和蕾娜3 个BOSS。一般开团只击杀1 阶段BOSS 二不击杀2 阶段BOSS。,3,s162-efb00d8f
s163,3,2.2.13 神之庭院战争BOSS,215,217,神之庭院、位置、BOSS、神之庭院战争BOSS,神之庭院每次进入战争状态都会刷新4 只BOSS，其中3 只位置固定，安塔伦影子在2 个地方随机刷新（维护后不刷新）。 击杀完4 个BOSS 后的等级分数如图所示： 一般英雄都会开团带领大家去击杀BOSS。,4,s163-53a20a70
s164,3,2.2.14 纳扎尔,217,218,位置、BOSS、纳扎尔,纳扎尔刷新位置在自由岛下方海底，如图所示： 纳扎尔属于公主梦戒指任务所需BOSS，一般较少开团。（周日晚上打完克拉肯可以注意有没有开团）。,3,s164-d086c45a
s165,3,2.2.15 德翡纳幽灵船,218,218,势力、黑炭、时间、德翡纳幽灵船,中国时间周一二四六早上9 点刷新在黄金之海，10 点消失。 轮流刷新在靠近西大和靠近东大的海域。,0,s165-a50beb47
s166,3,2.2.16 海盗守卫BOSS,218,220,BOSS、9.5、海盗守卫BOSS,海盗守卫BOSS 只有摩尔普斯和兰格莉是有任务的，守卫德翡纳幽灵船只有传送门和奖励（9.5 开始有任务了）。摩尔普斯和兰格莉消失后的箱子都是只能摸一次，任意一个玩家摸了之后，其他玩家就不能摸了。,2,s166-d1f8ea2d
s167,2,2.3 日常活动（daily）,220,220,日常、daily、日常活动,本节为“2.3 日常活动（daily）”的结构节点，正文主要分布在其子章节。,0,s167-2f58b5b0
s168,3,2.3.1 什么是日常活动,220,220,日常、时间、什么是日常活动,游戏内每次经过日期刷新时间就可以接取任务的活动为日常活动。,0,s168-f48edfd8
s169,3,2.3.2 日常活动的种类,220,220,日常、时间、日常活动的种类,日常活动按时间分为两种： ①游戏指定时间开始 ②现实指定时间开始,0,s169-7123212f
s170,3,2.3.3 日常活动的参与,220,222,日常、BOSS、日常活动的参与,大部分日常活动可以在每日固定的日常活动团队中完成。一次最多2 个团队100人，满团的话一般只能等下一次了。,4,s170-3fb22497
s171,3,2.3.4 日常活动的收益,222,222,日常、收益、BOSS、日常活动的收益,日常活动的主要收益是荣誉和瓶子选择箱子，其余的有完成每日挑战给的奖励， 工会每日任务给的奖励。还有就是日常活动BOSS 死亡后概率掉落的每人一份金箱子， 以及概率掉落团队roll 点的头领强化剂。,0,s171-d31e7f69
s172,3,2.3.5 征兆（CR）与噩梦(GR),222,222,CR、GR、BOSS、征兆、与噩梦,注意！！,0,s172-b1333006
s173,4,征兆,222,224,时间、位置、地图、征兆,时间为游戏中午12：00 开始出怪。 西大陆可在十字星住民如下NPC 处接到任务： 东大陆可在伊尼斯住民或者卡诺维德的隐月抵抗军NPC 处接到任务。,3,s173-4b52db17
s174,4,噩梦,224,229,时间、位置、BOSS、噩梦,任务只要游戏到晚上，西大陆就可以在十字星住民牌子处接任务，如下： 西大陆接到任务后前往监视者营地交任务，任务内容一般为随机10 个材料，提 交任务NPC 如下图： 游戏时间0：00 后，在十字星监视者营地蓝框位置位置会刷任务要求运送货物， 每人需要交2 个，你可以交其他玩家背过来放到地上的。蓝框位置即为货物刷新位置。,8,s174-c2af709b
s175,3,2.3.6 悉拉玛次元裂隙（hiram rift）,229,230,觉醒、BOSS、悉拉玛次元裂隙、hiram、rift,游戏内晚上9 点开始，可以在悉拉玛山脉西部的悉拉玛洞窟接任务。 ！,3,s175-750b8975
s176,4,悉拉玛山脉西部地图刷新点位及英文如下：,230,230,地图,River 米内河下边 South Illusion 幻影洞窟右边 Ruins 悉拉玛卡 Illusion 娜刹什崇拜之地,0,s176-b0881281
s177,4,悉拉玛山脉东部地图刷新点位及英文如下：,230,231,地图,Black 黑森林营地上方 Hall 勇士殿堂下方 Falls 阶梯瀑布下方,0,s177-d6888d8d
s178,3,2.3.7 领地（castle）,231,237,日常、势力、时间、位置、领地、castle,（海盗由于无法获取领地，无法做领地任务，不过海盗有别的任务补充，详细见 海盗每日部分） 每日任务团时间会有英雄开团带领大家完成50 个领地动物击杀任务领地运货任务和领地做货任务可以自行完成。 领地送货任务和领地缺少的货物任务需要在英雄开启后才能接取和完成。,11,s178-f0e6c8cb
s179,3,2.3.8 悉拉玛山脉东部（mammoth/tree）,237,239,日常、BOSS、悉拉玛山脉东部、mammoth、tree,东部日常任务为2 个BOSS 击杀任务。 也就是俗称的大树大象。,4,s179-9006caaa
s180,3,2.3.9 芦苇地与魔法之地,239,241,BOSS、芦苇地与魔法之地,芦苇地和魔法之地每日任务的作用都是积累BOSS 挑战积分，BOSS 挑战积分达标后会直接开启BOSS 战，因此在最后一次任务团中请不要着急提交任务。 芦苇地任务可在下图NPC 处接取： 任务内容如下： 魔法之地任务可在下图NPC 处接取： 任务要求及奖励如下：,4,s180-2b43a225
s181,3,2.3.10 伊弗尼尔山,241,245,位置、伊弗尼尔山,伊弗尼尔山的每日任务奖励是给箱子，如图： 开箱子可以获得娜刹什币，如下图： 继承者40~44 级情况下一个箱子给17 个币，45 级是18 个，每多提升5 级都可以多获得一个币，最高的继承者70 级一个箱子可以获得23 个币。 建议在伊弗尼尔之翼接取任务，这样子所有每日都可以接到。,8,s181-2cf63f01
s182,3,2.3.11 娜刹什入侵与大草原神兽争夺战,245,245,娜刹什入侵与大草原神兽争夺战,本节为“2.3.11 娜刹什入侵与大草原神兽争夺战”的结构节点，正文主要分布在其子章节。,0,s182-b4574d31
s183,4,娜刹什入侵（invasion）,245,247,位置、娜刹什入侵、invasion,每周一六晚上8：30 会开娜刹什入侵的团，西大陆负责支部开始的下半部分区域， 东大陆负责悼念碑开始的上半部分区域。 入侵剩余36：00 分会刷新入侵任务、光球、指南针和眼睛。,3,s183-cadacbf6
s184,4,大草原神兽争夺战,247,247,势力、大草原神兽争夺战,西部大草原进入战争后，玩家可以在各自的势力总部接取到2 个争夺战任务。 注意！,2,s184-996d0427
s185,4,注意！！！,247,248,注意！！！,不管是娜刹什入侵还是神兽争夺战，在快胜利时都不能跳门，否则可能因为过图导致错失胜利的箱子奖励！,0,s185-ee84678f
s186,3,2.3.12 原大陆住民活动任务,248,250,势力、地图、原大陆住民活动任务,3 阶段之前，只有提交箱子袋子和该地图50 怪的任务，3 阶段后会有一个挖尸体（给该地图贡献）的任务。 住民活动任务可以在每个地图的前线基地处接取，如下： 在红框处NPC 可以接取击杀50 怪的活动任务。,3,s186-8ca774b0
s187,3,2.3.13 公会日常活动任务,250,257,日常、地图、制作、BOSS、公会日常活动任务,公会日常活动任务在会长开启后（对公会等级和经验有要求），可以在各个地图的远征队管理员处接到任务，NPC 如下： 找到5 个远大路琥珀： 找5 个远大路水桶或者书籍下的宝箱： 任务奖励的袋子，可以开出随机BUFF。 参加征兆： 参加黄金或者芦苇地击杀75 怪： 击杀40H 关底BOSS： 任务奖励箱子自选内容： 击杀鲸鱼BOSS 扎卡鲁： 击杀烛台活动小怪：…,16,s187-e25fea78
s188,3,2.3.14 娜刹什之证商人与娜刹什入侵胜利商人,257,259,势力、不推荐、BOSS,娜刹什之证商人可以在势力主城处和浮空岛处找到，如下： 娜刹什之证商人商店内可购买道具每日刷新购买次数，推荐购买东西如下： 娜刹什入侵胜利商人会在娜刹什入侵胜利后刷新在机甲兵团支部，每日每个角色随机刷新可购买道具。包括伊弗南的勇气、伊弗南的忍耐、伊弗南的智慧、太初古代经验瓶子、太初BOSS 经验瓶子、二阶段突破石。,4,s188-5257b5e1
s189,3,2.3.15 每日任务概率刷新的海虫刷新点,259,262,每日任务概率刷新的海虫刷新点,寂静之海： 迷途之海： 黄金之海：,6,s189-2351b3d0
