section_id,level,title,page_start,page_end,keywords,summary,image_count,anchor
s190,3,2.3.16 幽灵船,262,266,黑炭、熟练度、收益、位置、幽灵船,击杀幽灵船可以完成每日德翡纳之星的任务，在残骸处宝箱内可以获得石板，石板可以去自由岛或者双冠丘陵贩卖得到黑炭。 幽灵船只在迷途之海刷新6 个，被打后1 小时后刷新。,6,s190-5f16d9b6
s191,3,2.3.17 海盗藏宝图每日,266,268,位置、海盗藏宝图每日,海盗每日给斑驳的新月硬币，可用来换称号或者外观。硬币如下图： 获取新月硬币的每日任务可以在海盗老巢的NPC 处接取，如下图： 对话接取任务后，去咆哮岛回城点附近找NPC。,4,s191-e32cf478
s192,3,2.3.18 海盗每日,268,269,海盗每日,待更新,0,s192-d6df310f
s193,2,2.4 周常活动（weekly）,269,269,周常、weekly、周常活动,本节为“2.4 周常活动（weekly）”的结构节点，正文主要分布在其子章节。,0,s193-163e99b8
s194,3,2.4.1 什么是周常活动,269,269,日常、周常、时间、什么是周常活动,游戏内每次经过星期（一周时间）刷新时间就可以接取任务的活动为日常活动。,0,s194-f9fb942d
s195,3,2.4.2 周常活动的种类,269,269,周常、周常活动的种类,根据提升对象，可以将周常分为以下两类： 1）古代周常 2）升星周常,0,s195-f3cdd757
s196,3,2.4.3 周常活动的参与,269,269,日常、周常、位置、周常活动的参与,每周日的日常团队会自动变成日常+周常团队，其中下午4 点的XAN 团（西大陆） 是全流程团，从1 阶段古代周常开始打，所以会非常的磨叽。周日的团队位置会非常紧张，建议提前进团且不要中途退出。,0,s196-78561c33
s197,3,2.4.4 周常活动的收益,269,270,周常、收益、觉醒、周常活动的收益,通过完成周常任务我们可以获得以下内容： 1）各阶段古代瓶子 2）各阶段古代觉醒卷轴 3）庭院瓶子 4）娜刹什之证,0,s197-c0070d28
s198,3,2.4.5 悉拉玛山脉东部周常（EHM）,270,272,周常、位置、EHM、悉拉玛山脉东部周常,东部周常任务的接取位置和内容如下： ①迷雾草原营地 ②阶梯瀑布营地 迷雾草原任务要求及奖励如下： 阶梯瀑布任务要求及奖励如下：,4,s198-3dcb0d05
s199,3,2.4.6 悉拉玛山脉西部周常（WHM）,272,273,周常、位置、WHM、悉拉玛山脉西部周常,西部周常任务的接取位置为： 幻影洞窟 西部周常任务合并为刷100 个怪，奖励如下：,2,s199-a02df606
s200,3,2.4.7 伊弗尼尔山周常,273,275,周常、位置、伊弗尼尔山周常,需要玩家角色达到继承者20 级之后才能接取该系列周常。 伊弗尼尔山周常任务的接取位置为： ①伊弗南追悼碑 ②机甲兵团支部 任务要求及奖励合并为如下；,3,s200-3d6cf849
s201,3,2.4.8 守护原大陆周常,275,277,周常、位置、守护原大陆周常,守护原大陆周常任务的接取位置为： 1 光芒海岸②芦苇地 光芒NPC 在下图位置： 任务内容为光芒海岸或者煦日之野100 怪： 芦苇地任务在如下位置接取： 任务内容为芦苇地或者墟境之口100 怪：,4,s201-03e0efc0
s202,3,2.4.9 西部大草原周常,277,278,周常、位置、西部大草原周常,周常任务NPC 及位置如下： 任务如下:,2,s202-d0c7d845
s203,3,2.4.10 海盗掠夺原大陆周常,278,279,周常、海盗掠夺原大陆周常,海盗这个周常其实就是东西大的守护原大陆周常，奖励和要求都一样，只是接取任务的NPC 不一样。 接任务NPC 如下： 其余内容参考守护原大陆周常。,0,s203-15736f4b
s204,2,2.5 玩家推进活动,279,279,玩家推进、玩家推进活动,本节为“2.5 玩家推进活动”的结构节点，正文主要分布在其子章节。,0,s204-0cb47e06
s205,3,2.5.1 什么是玩家推进活动,279,279,玩家推进、地图、什么是玩家推进活动,需要玩家通过各种游戏内活动来满足活动开启条件的，都称之为玩家推荐活动。 玩家活动如：击杀该地图怪物，完成该地图任务，击杀玩家等。,0,s205-0082b85c
s206,3,2.5.2 玩家推进活动的种类,279,279,债券、玩家推进、BOSS、玩家推进活动的种类,根据触发任务类型分为以下两种： ①荣誉类（鲸鱼、烛台） ②债券类（十字星平原与伊尼斯泰尔的战争跑图） ③开启BOSS 挑战类,0,s206-1caf436a
s207,3,2.5.3 玩家推进活动的参与,279,279,玩家推进、地图、玩家推进活动的参与,当鲸鱼烛台达到5 阶段后，或者有人开始组织推这些地图的战争阶段后就可以加入他们的团队。 注意：在有国人团队时，请不要加入敌对老外团队，以免被误伤。,0,s207-d70a133b
s208,3,2.5.4 玩家推进活动的收益,279,280,债券、玩家推进、收益、地图、玩家推进活动的收益,所有类型的推荐活动都可以获得荣誉。 在玩家有接取公会每日任务的情况下，鲸鱼可以在打完扎卡鲁后获得2 个豆奶， 烛台可以获得古代修复卷轴碎片X3。,0,s208-15c3d683
s209,3,2.5.5 鲸鱼（WH）与烛台（AG）,280,282,BOSS、鲸鱼、WH、与烛台、AG,鲸鱼和烛台在开始战争5 分钟后才会出怪，在打完BOSS 后，会刷新卖对应道具的走私鲁鲁。烛台是卖毒囊，鲸鱼是卖甲胄。,4,s209-b3c517bf
s210,3,2.5.6 十字星平原(CR)与伊尼斯泰尔(YNY)的战争,282,285,债券、位置、地图、CR、十字星平原、与伊尼斯泰尔、YNY、的战争,十字星平原和伊尼斯泰尔在纷争结束后会在该地图住民会馆旁边刷新跑图任务 NPC，如下： 红框为跑图开始时出现并接取任务的NPC，蓝框为跑图结束和平后出现的接取债券任务的NPC。 跑图任务如下： 如果一次没做完，可以放弃上图任务，下次接任务可以保留分数进度一样可以拿到和平的债券任务。,5,s210-b8312460
s211,2,2.6 神之庭院,285,285,神之庭院,本节为“2.6 神之庭院”的结构节点，正文主要分布在其子章节。,0,s211-46041b64
s212,3,2.6.1 什么是神之庭院,285,285,副本、神之庭院、什么是神之庭院,神之庭院是一个类似副本的地方，不可以唤出载具，不可以挂机。只能通过世界之脐来进入。,0,s212-6b8e2cf6
s213,3,2.6.2 怎么进入神之庭院,285,286,神之庭院、怎么进入神之庭院,玩家可以通过悉拉玛山脉东部的世界之脐的庭院之门来进入神之庭院。 注意：如果想要换称号或者敲鼓什么的，请在庭院外进行，进去后就不能进行这些操作了。,1,s213-9f0399d0
s214,3,2.6.3 庭院侦查分数的获得,286,287,钓鱼、神之庭院、时间、BOSS、庭院侦查分数的获得,最简单的方法当然是花1000 金请个大佬带你刷到6 阶段。（滑稽） 在图示的妖精NPC 处接取任务后，即可开始获得庭院侦查分数： 摘花、钓鱼、刷怪、参与击杀庭院BOSS 都可 以获得庭院侦查分数，其中击杀庭院BOSS 单次给 的分数最多，但是对比起单刷或者花钱，时间要多 很多。,2,s214-245a639a
s215,3,2.6.4 精灵之庇护的获得,287,287,不推荐、制作、精灵之庇护的获得,提到刷庭院，庇护是避不开的。不过当然版本庇护获取非常容易，价格比较低廉。,0,s215-f8a911ef
s216,3,2.6.5 庭院侦查等级奖励,287,288,庭院侦查等级奖励,一般来说推荐2、6、12 级再提交任务获得奖励。 奖励如下：,3,s216-f0ca15e3
s217,3,2.6.6 每周庭院积分排名奖励,288,290,位置、每周庭院积分排名奖励,参与奖： 查看排名及奖励方法如下： 鼠标左键①箭头指向红框位置后，鼠标左键②箭头指向红框位置，再将鼠标移动到③位置即可查看箱子内容，想查看什么级别的，就像鼠标移动到什么级别的箱子的图标上查看即可。 第一名的太初箱子会有一个成就（相当卷）。,2,s217-11895e8d
s218,2,2.7  宠物PVE装备及其培育（不推荐）,290,290,宠物、不推荐、宠物PVE装备及其培育,本节为“2.7  宠物PVE装备及其培育（不推荐）”的结构节点，正文主要分布在其子章节。,0,s218-b5102834
s219,3,2.7.1 宠物装备的获取,290,291,宠物、地图、宠物装备的获取,宠物装备可以在地图各地的马厩管理处买到，如下图： 打开箱子后，可以从近战、远程、法术装备中选一套，宠物是什么攻击类型就选什么就行。,1,s219-52c72797
s220,3,2.7.2 宠物装备的升级,291,292,宠物、位置、升级、宠物装备的升级,可以喂宠物装备的瓶子如下： 并且1 可以在领地工作台升级成2，如下： 1 和2 都可以在杂货箱中开出来，当然也可以拍卖行买。 宠物装备品质升级后，新月石头位置也会增加。,3,s220-09abe4d8
s221,3,2.7.3 宠物装备的觉醒,292,294,宠物、制作、觉醒、宠物装备的觉醒,1 阶段宠物装备喂到传说品质后就可以觉醒了，宠物装备觉醒卷轴制作方式如下： 觉醒成功后，最高可以喂到远古品质。 注意！,4,s221-15121d8c
s222,1,第三章 宗师篇,294,294,宗师、披风、制作、觉醒、特化、第三章、宗师篇,宗师篇主要介绍宗师相关各种装备的制作、喂养、觉醒和特化，包括绑定的宗师披风。,0,s222-7fdb3568
s223,2,3.1 宗师防具,294,294,宗师、防具、宗师防具,本节为“3.1 宗师防具”的结构节点，正文主要分布在其子章节。,0,s223-e4b6ea23
s224,3,3.1.1 宗师板甲制作材料一览,294,295,宗师、制作、宗师板甲制作材料一览,本节为“3.1.1 宗师板甲制作材料一览”的结构节点，正文主要分布在其子章节。,7,s224-bd38c6c5
s225,3,3.1.2 宗师板甲制作材料统计,295,296,宗师、防具、龙骨、不推荐、制作、宗师板甲制作材料统计,宗师板甲制作成本高昂不推荐直接制作，可以做皮甲或者布甲再用点券转成板甲。 如果你执意要做的话材料如下： 制作一身宗师板甲需要亚纳锭684 个、稳定的龙骨精华2985 个、烈火原木456个、庭院的神秘粉末3800 个、强酸性毒囊28 个、编制的甲胄28 个、黑色源晶精华 26600 个、铁锭60800 个、铜锭7600 个、银锭7600 个、映山红152000…,0,s225-01fabab1
s226,3,3.1.3 宗师布甲制作材料一览,296,297,宗师、制作、宗师布甲制作材料一览,本节为“3.1.3 宗师布甲制作材料一览”的结构节点，正文主要分布在其子章节。,7,s226-1dad1ad5
s227,3,3.1.4 宗师布甲制作材料统计,297,298,宗师、防具、龙骨、制作、宗师布甲制作材料统计,制作一身宗师布甲需要亚纳锭684 个、稳定的龙骨精华2985 个、烈火原木456个、庭院的神秘粉末3800 个、强酸性毒囊28 个、编制的甲胄28 个、黑色源晶精华 26600 个、布料76000 个、四叶草152000 个、玫瑰花152000 个、矢车菊22800 个、 百合花22800 个、绿色珊瑚草15200 个、迷之花12250 个、番红花12250…,0,s227-79a791f1
s228,3,3.1.5 宗师皮甲制作材料一览,298,299,宗师、制作、宗师皮甲制作材料一览,本节为“3.1.5 宗师皮甲制作材料一览”的结构节点，正文主要分布在其子章节。,7,s228-821d05fb
s229,3,3.1.6 宗师皮甲制作材料统计,299,300,宗师、防具、龙骨、制作、宗师皮甲制作材料统计,制作一身宗师皮甲需要亚纳锭684 个、稳定的龙骨精华2985 个、烈火原木456个、庭院的神秘粉末3800 个、强酸性毒囊28 个、编制的甲胄28 个、黑色源晶精华 26600 个、皮革76000 个、大米152000 个、玉米152000 个、花生22800 个、小麦 22800 个、红色珊瑚草15200 个、粟米12250 个、长脑参12250 个、椰子…,0,s229-73902491
s230,2,3.2 宗师武器,300,300,宗师、武器、宗师武器,本节为“3.2 宗师武器”的结构节点，正文主要分布在其子章节。,0,s230-d9966e27
s231,3,3.2.1 木质武器制作材料展览,300,300,宗师、武器、制作、木质武器制作材料展览,宗师木质武器不管是单双手还是什么类型材料都是一样的，所以这里只使用单手 杖来展示：,1,s231-01cd7d8e
s232,3,3.2.2 木质武器制作材料统计,300,300,武器、黑炭、龙骨、制作、木质武器制作材料统计,一把木质武器需要10 个武器强化卷轴、172 瓶武器源晶精华、1 个阳光庇护（4毒囊、4 甲胄、50 龙骨）、132 个源晶锭、153 个亚纳锭、102 根烈火原木、425 个龙骨、17000 个木材、34000 个玉米、34000 个大米、850 个庭院的神秘粉末、5100 个花生、5100 个小麦、3400 个红色珊瑚草、5985 个黑炭。,0,s232-12d14696
s233,3,3.2.3 铁质武器制作材料展览,300,301,宗师、武器、制作、铁质武器制作材料展览,宗师铁质武器不管是单双手还是什么类型材料都是一样的，所以这里只使用匕首 来展示：,1,s233-7f51bde6
s234,3,3.2.4 铁质武器制作材料统计,301,301,武器、黑炭、龙骨、制作、铁质武器制作材料统计,一把铁质武器需要10 个武器强化卷轴、172 瓶武器源晶精华、1 个阳光庇护（4毒囊、4 甲胄、50 龙骨）、132 个源晶锭、153 个亚纳锭、102 根烈火原木、425 个龙骨、13600 个铁锭、1700 个铜锭、1700 个银锭、34000 个映山红、34000 个水仙花、 850 个庭院的神秘粉末、5100 个莲花、5100 个燕麦、3400 个鹿…,0,s234-cb376f31
s235,3,3.2.5 宗师武器推荐制作方式,301,303,宗师、武器、制作、宗师武器推荐制作方式,推荐制作木质武器再用点券买转换券转成铁质武器。 上图6000 点券的神赐级别转换券即为宗师武器类型转换券。,1,s235-f99fe020
s236,3,3.2.6 宗师盾牌制作展览,303,303,宗师、制作、宗师盾牌制作展览,本节为“3.2.6 宗师盾牌制作展览”的结构节点，正文主要分布在其子章节。,1,s236-c4a1c9cc
s237,3,3.2.7 宗师盾牌制作材料统计,303,304,宗师、武器、黑炭、龙骨、制作、宗师盾牌制作材料统计,一把盾牌需要10 个武器强化卷轴、172 瓶武器源晶精华、1 个阳光庇护（4 毒囊、 4 甲胄、50 龙骨）、132 个源晶锭、153 个亚纳锭、102 根烈火原木、425 个龙骨、 17000 个木材、34000 个玉米、34000 个大米、850 个庭院的神秘粉末、5100 个花生、 5100 个小麦、3400 个红色珊瑚草、5985 个黑炭。,0,s237-f63f2544
s238,2,3.3 宗师饰品,304,304,宗师、饰品、宗师饰品,本节为“3.3 宗师饰品”的结构节点，正文主要分布在其子章节。,0,s238-47a183d8
s239,3,3.3.1 项链制作材料展览（不推荐）,304,304,不推荐、制作、项链制作材料展览,本节为“3.3.1 项链制作材料展览（不推荐）”的结构节点，正文主要分布在其子章节。,1,s239-165e30e2
s240,3,3.3.2 耳环制作材料展览,304,305,制作、耳环制作材料展览,本节为“3.3.2 耳环制作材料展览”的结构节点，正文主要分布在其子章节。,1,s240-6580c5bd
s241,3,3.3.3 戒指制作材料展览,305,305,制作、戒指制作材料展览,本节为“3.3.3 戒指制作材料展览”的结构节点，正文主要分布在其子章节。,1,s241-74d16b76
s242,3,3.3.4 二环搭配一戒指制作材料统计,305,306,饰品、龙骨、制作、二环搭配一戒指制作材料统计,饰品强化卷轴30 个、饰品源晶精华279 瓶、强酸性毒囊12 个、编制的甲胄12个、稳定的龙骨精华150 个、金锭273 个、七彩钻石117 个（即紫水晶、黄玉、蓝宝石、红宝石、祖母绿、钻石各117 个）,0,s242-8fcc68cf
s243,2,3.4 宗师乐器,306,306,宗师、乐器、宗师乐器,本节为“3.4 宗师乐器”的结构节点，正文主要分布在其子章节。,0,s243-8ee22e35
s244,3,3.4.1 宗师乐器制作材料展览,306,306,宗师、乐器、制作、宗师乐器制作材料展览,双种宗师乐器制作材料一样，故而只展示其中一个。,1,s244-fc1b202c
s245,3,3.4.2 宗师乐器制作材料统计,306,307,宗师、武器、乐器、黑炭、龙骨、制作、宗师乐器制作材料统计,一把乐器需要10 个武器强化卷轴、172 瓶武器源晶精华、1 个阳光庇护（4 毒囊、 4 甲胄、50 龙骨）、132 个源晶锭、153 个亚纳锭、102 根烈火原木、425 个龙骨、 17000 个木材、34000 个玉米、34000 个大米、850 个庭院的神秘粉末、5100 个花生、 5100 个小麦、3400 个红色珊瑚草、5985 个黑炭。,0,s245-b9fbb41c
s246,2,3.5 宗师装备制作的建议,307,307,宗师、制作、宗师装备制作的建议,本节为“3.5 宗师装备制作的建议”的结构节点，正文主要分布在其子章节。,0,s246-d8877043
s247,3,3.5.1 心理准备,307,307,宗师、防具、武器、饰品、时间、制作、觉醒、心理准备,之所以要把心理准备放到第一个来讲，是因为宗师的制作和喂养周期实在太长了， 不肝不氪不是老玩家有老底的话，做宗师简直遥遥无期（即使只需要70%经验）。 在你家族有不小的空地的情况下，猛肝一个月左右能做出一身防具的白板。,0,s247-05b0e707
s248,3,3.5.2 物质准备,307,307,种地、跑商、宗师、制作、物质准备,大量的空地——种地（看看做的材料表和喂的材料表你就明白了） 大量的跑商材料——跑金币 大量的领地币——制作宗师经验石头,0,s248-c76f8737
s249,3,3.5.3 金币准备,307,308,宗师、黑炭、龙骨、特化、金币准备,做喂宗师没有金币是万万不行的，没金币怎么跑黑炭龙骨、怎么买霞光树、怎么买别人的领地币。而且就算你打算自己种，种子也得好几万金买呢。,0,s249-9df05192
s250,4,偏肝方案,308,309,种地、跑商、委托、防具、黑炭、龙骨、时间、觉醒、偏肝方案,按一身防具四叶草玫瑰花各120 组，羊毛150 组，对应黑炭18 组，这部分成本， 种子+羊棚成本6W 金左右，200J 挂一次委托，搓50 组布料成本10W 金，挂细须委托成本36036 金。18 组黑炭按地灵货算，41 一个货要4390 包货，按一船21 个算， 需要210 船，一个货按买货26 金算，交易品成本要114146 金。,0,s250-ff1b0e7b
s251,4,偏买方案,309,310,委托、防具、黑炭、龙骨、时间、偏买方案,纯买黑炭龙骨可以大幅度减少时间，但是需要100W 金起步的花销。 找人种四叶草玫瑰花各120 组，自己种剩下的东西，大约需要30-40W 金，大批量订购不会太便宜，能多少看你讲价能力了。,0,s251-51bebf61
s252,3,3.5.4 关于巨匠双手杖,310,311,武器、饰品、关于巨匠双手杖,圣物杖和神赐杖，只要你要喂武器就避不开这两东西，不过好在多数情况下，神赐杖价格其实和同经验神赐狗粮的价格差不多。 喂饰品不需要巨匠杖做狗粮。,1,s252-3d71baa8
s253,3,3.5.5 宗师装备的觉醒、解放与精练,311,315,宗师、制作、觉醒、宗师装备的觉醒、解放与精练,觉醒卷轴和解放卷轴制作材料如下： 注意：觉醒不是100%成功，因此建议多备点材料。 精练卷轴如下： 第一个和第二个材料都是大草原刷怪掉落，刷怪掉碎片，50 个碎片合成一个大的。,7,s253-30c17c42
s254,3,3.5.6 宗师石头的制作,315,316,宗师、乐器、制作、宗师石头的制作,按下O 键，点击搜索栏，搜伊弗尼尔月影，就可以搜到宗师石头的制作材料。 我们以烈焰石头为例： 不同宗师石头需要的4 级油不同，具体可以自行在游戏里查看。,1,s254-dead43ff
s255,2,3.6 宗师装备的喂养及特化,316,316,宗师、特化、宗师装备的喂养及特化,本节为“3.6 宗师装备的喂养及特化”的结构节点，正文主要分布在其子章节。,0,s255-d6a35f16
s256,3,3.6.1 宗师经验的获取,316,316,宗师、制作、BOSS、宗师经验的获取,宗师经验主要有4 种获取方式 ①领地制作对应品质狗粮 ②分解BOSS 装备获得对应品质的经验瓶子（不同BOSS 的经验不一样） ③喂对应品质的手工装备（主要喂巨匠双手杖） ④分解黑曜石给的对应品质瓶子（留存极少）,0,s256-f88bc930
s257,3,3.6.2 宗师饰品的喂养,316,317,宗师、防具、饰品、制作、宗师饰品的喂养,宗师饰品的喂养，最高只会用到圣物石头，因此只需要准备到3 级油的材料即可。 从左图可以看出饰品系列强化剂，都是 用皮和胚芽油系列。,2,s257-f255dd70
s258,3,3.6.3 宗师防具的喂养,317,322,宗师、防具、龙骨、BOSS、宗师防具的喂养,宗师防具喂强化剂最高只会用到神赐级别。 从上图可以看出防具系列需要的是布料和细须系列，因此需要养大量的羊，种海量的四叶草和玫瑰花。,8,s258-48419095
s259,3,3.6.4 宗师武器的喂养,322,322,宗师、防具、武器、宗师武器的喂养,宗师武器喂强化剂最高只会用到神赐级别。 从上图可以看出，武器强化剂用的是最贵最麻烦的铁系列和双花系列。,1,s259-fb17031e
s260,3,3.6.5 NA各阶段宗师经验,322,323,宗师、NA、NA各阶段宗师经验,卓越：5503 完美：7806 史诗：10458 传说：13450 远古：17950不朽：24371 圣物：31650 神赐：41481 太初：108838,0,s260-8bd56a22
s261,3,3.6.6 宗师装备的特化,323,325,宗师、防具、武器、特化、宗师装备的特化,只要宗师装备达到解放级别就可以开始特化，神赐阶段武器上限为4 级，防具为 2 级。太初阶段武器上限为10 级，防具为5 级。,2,s261-88ecc9b1
s262,2,3.7 宗师披风,325,325,宗师、披风、宗师披风,本节为“3.7 宗师披风”的结构节点，正文主要分布在其子章节。,0,s262-24dafa9c
s263,3,3.7.1 什么是宗师披风,325,325,宗师、披风、升级、什么是宗师披风,宗师披风最早是用公会贡献换的，改版后在荣誉商店用荣誉换，是绑定的装备。 下图红框内的披风升级后就是宗师披风：,1,s263-8471173b
s264,3,3.7.2 宗师披风能否交易或者转移给小号角色？,325,326,宗师、披风,宗师披风是绑定的，且无任何手段转移到同账号下其他角色。,0,s264-0f34469e
s265,3,3.7.3 宗师披风的种类,326,326,宗师、披风、职业、宗师披风的种类,宗师披风根据对应的职业属性可以分为以下5 种： ①风向披风：弓手 ②骄傲披风：坦克 ③庇护披风：奶妈 ④闪光披风：刺客 ⑤安息披风：施法法师,0,s265-fabe1cd5
s266,3,3.7.4 宗师披风的觉醒,326,327,宗师、披风、势力、制作、觉醒、宗师披风的觉醒,宗师披风觉醒卷轴需要在勇士制作台制作。 勇士制作台可以在势力主城、光芒海岸、领地势力总部找到。,8,s266-b17f86cc
s267,3,3.7.5 宗师披风经验的获取,327,329,宗师、披风、熟练度、劳动力、制作、宗师披风经验的获取,宗师披风可以用在亡灵箱子开出来的披风喂、签到送的经验石头喂、刷领地给的石头喂、原大陆石盘喂。除了亡灵箱子的披风，建议喂给石盘，将石盘喂到太初0 经验再喂给披风，这样子如果跳经验的话可以省很多的肝，经验石头喂石盘跳经验概率也更高。,3,s267-7f08e4b2
s268,3,3.7.6 宗师披风的词条,329,330,宗师、披风、职业、宗师披风的词条,各个职业的披风都有一个固定的词条，只受披风阶段影响。各个职业披风还有一个二选一绿色词条，受品质和经验值影响。,1,s268-3783888f
s269,1,第四章 抗战篇,330,330,抗战、第四章、抗战篇,本节为“第四章 抗战篇”的结构节点，正文主要分布在其子章节。,0,s269-d06b8d6b
s270,2,4.1 对抗敌对势力,330,330,势力、对抗敌对势力,本节为“4.1 对抗敌对势力”的结构节点，正文主要分布在其子章节。,0,s270-3ed308d0
s271,3,4.1.1 敌对势力现状,330,330,势力、敌对势力现状,待更新。,0,s271-33efe5f9
s272,3,4.1.2 西大陆内战,330,330,势力、时间、西大陆内战,目前西大陆内战的对象是OSO、ZTZ 以及他们的小弟（统称猴子），猴子是一个活跃玩家、专业玩家、氪金玩家远多于国人的势力，所幸活动时间不是特别重叠，下午一般只有5 个猴子可以稳定出来捣乱。,0,s272-4fd9e8e7
s273,3,4.1.3 其他势力小号的养成,330,331,势力、制作、其他势力小号的养成,可以花费一些点券给小号买一个成就坐骑（是收集），如下： 这个鹿可以用O 里制作的装备，大号可以准备材料和+5%移速石头给小号，不过要55 级才能制作坐骑装备。,1,s273-b49a9913
s274,3,4.1.4 国人公会的选择,331,332,种地、日常、国人公会的选择,如果你是一个纯种地玩家不参与任何PVP 和大型活动的话，那么任意一个公会你都可以进入，甚至是你们家族的小号公会都没有任务，但是要注意，公会等级过低会导致你没有办法接到一些公会任务，比如鲸鱼的豆奶任务。 如果你想种地并参加各种类型的活动，那么建议你去绿熊、权游、美少女，但是目前西大猴子势大很难做日常。,0,s274-88a70e05
s275,3,4.15  转势力,332,333,势力、转势力,本节为“4.15  转势力”的结构节点，正文主要分布在其子章节。,0,s275-0cedaf44
s276,2,4.2 职业选择,333,333,职业、职业选择,本节为“4.2 职业选择”的结构节点，正文主要分布在其子章节。,0,s276-9c6e4f61
s277,3,4.2.1 输出,333,333,输出,国人不缺远程/法术输出，如果你想更加有团队贡献一点可以选择刺客或者战士。,0,s277-c67b9a5a
s278,3,4.2.2 坦克,333,333,宗师、职业、坦克,国人现在还是很缺坦克的，但是坦克自己刷怪刷本不是很方便，如果你不喜欢社交，不喜欢语音的话，不是很推荐的。虽然开开口就会有人愿意帮你，但是你要是比较孤狼一点的话，还是不要选坦克了，对自己的体验不好。,0,s278-94526719
s279,3,4.2.3 辅助,333,333,辅助,泛指各类带死亡幻术并且点不少PVP 加点，国人现在也很缺，充足的辅助对于一场大型团战，其意义还是非常重大的。最好再准备一些打团用道具，如圣所盾、血之花、克拉肯杖之类的。,0,s279-59c8bf8b
s280,3,4.2.4 奶妈,333,334,奶妈,不管是大奶、小奶、奶T，奶妈这东西当然是多多益善啦。 而且现在有欢乐，奶妈自己刷怪刷本速度也不差，体验比坦克好不少。,0,s280-084ab955
s281,2,4.3 对抗活动的展开,334,334,对抗活动的展开,本节为“4.3 对抗活动的展开”的结构节点，正文主要分布在其子章节。,0,s281-d81ced53
s282,3,4.3.1 沟通的重要性,334,334,沟通的重要性,不管是参与各种活动还是被邀请团队，最好都要先清楚这次是要干什么，可以打字询问，可以语音询问，只要不是打的正激动都会有人回答你的。 被邀请团队后，如果你没有空，请明说。,0,s282-3be93cff
s283,3,4.3.2 语音的重要性,334,334,时间、位置、语音的重要性,由于打字时不能打架，还有小概率卡顿闪退之类的，在一些紧急情况，打字不能很好的让其他玩家清楚你的情况，像打劫时也会延误最佳救援时间。如果你在语音， 你看到有人上船或者帝王飞过来，就可以一边在游戏里面应对，一边快速向其他玩家报告具体位置和具体情况，方便其他玩家快速判断如何救援。,0,s283-b8b8338a
s284,3,4.3.3 如何组织对抗活动,334,334,势力、如何组织对抗活动,组织活动最好是QQ 群和语音一起通知，有时候一些事情不方便被敌对的老外知道，所以游戏内打字不保险，当然如果是被敌对势力知道也无所谓的情况，公屏打字通知在线玩家不失为一个好选择。,0,s284-4e41fa7c
s285,3,4.3.4 如何参与对抗活动,334,335,如何参与对抗活动,在看到或听到相关信息后，确认情况后加入组织玩家的团队即可。有时候可能需要你私聊组织玩家，如果你不知道是谁，可以在语音和QQ 群里问。,0,s285-c6bd216c
s286,2,4.4 举报,335,335,举报,本节为“4.4 举报”的结构节点，正文主要分布在其子章节。,0,s286-17ccc39a
s287,3,4.4.1 游戏内举报,335,335,举报、游戏内举报,没用的，私服游戏内举报不会跳转传票系统，点了和没点没区别。,0,s287-96ba910d
s288,3,4.4.2传票举报,335,335,举报、4.4.2传票举报,群文件有，较为麻烦，可以参考着来,0,s288-2672d501
s289,3,4.4.3 委托举报,335,336,委托、举报、时间、委托举报,全屏截图老外的违规言论。注意：要带下面系统菜单栏和时间的。,0,s289-81fcbc9c
s290,1,后记,336,336,时间、NA、后记,本攻略从2024 年6 月12 号开始撰写，收集图片素材、视频素材、码字等花费了不少。在这里感谢家族、公会小伙伴还有女朋友对我攻略撰写的大力支持。,0,s290-5c0433bc
